"PU","NAME","WGMS_ID","SURVEY_ID","SURVEY_DATE","REFERENCE_DATE","AREA_SURVEY_YEAR","AREA_CHANGE","ELEVATION_CHANGE","ELEVATION_CHANGE_UNC","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS"
"CA","CARIBOO 01 (CASTLE CREEK)",23599,87115,20050825,19840731,0.1090000,-22.00000,-18330.0000000,3160.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 11 (CASTLE CREEK)",23600,87116,19840731,19520925,0.7850000,103.0000,2320.0000000,2230.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 11 (CASTLE CREEK)",23600,87117,20050825,19840731,0.6530000,-132.0000,-12010.0000000,1690.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 19 (QUANSTROM)",23601,87118,19850816,19520909,1.757000,-10.00000,-2960.0000000,5270.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 19 (QUANSTROM)",23601,87119,20050825,19850816,1.609000,-148.0000,-16420.0000000,4400.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 24 (QUANSTROM)",23602,87120,19850816,19520909,3.323000,-70.00000,-3290.0000000,7250.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 24 (QUANSTROM)",23602,87121,20050825,19850816,3.049000,-274.0000,-2400.0000000,4400.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 26 (QUANSTROM)",23603,87122,19850816,19520909,5.156000,-428.0000,-660.0000000,8240.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 26 (QUANSTROM)",23603,87123,20050825,19850816,4.625000,-531.0000,-8210.0000000,6010.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 28 (CASTLE CREEK GL)",23598,87113,20050825,19840731,9.645000,-561.0000,-12430.0000000,1690.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 31 (QUANSTROM)",23604,87124,19850816,19520909,16.79600,-1796.000,-7910.0000000,6590.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARIBOO 31 (QUANSTROM)",23604,87125,20050825,19850816,14.78200,-2014.000,-8910.0000000,4600.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CARROLL",8084,86993,20110520,20090602,405.0000,0.0000000,-1100.0000000,420.0000,,,"Cogley 2018, GMBAL.TTN201801, based on: Johnson et al. (2013): Journal of Glaciology, 59(216), 632-647.  Johnson et al. (2012): M.Sc. Thesis.","Density assumption: 1000 kg m-3"
"CA","CASTLE CREEK",3349,86965,19840731,19520925,10.20600,-1051.000,-2550.0000000,1910.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Beedle et al. (2015): The Cryopshere, 9, 65-80.","Density assumption: 1000 kg m-3"
"CA","CASTLE TOWERS",23566,87051,19880101,19280701,1.920000,-560.0000,-30000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","CASTLE TOWERS",23566,87052,20000216,19880101,1.920000,0.0000000,-4000.0000000,3900.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","CHAOS",23567,87053,19880101,19280701,2.810000,-140.0000,16000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","CHAOS",23567,87054,20000216,19880101,2.810000,0.0000000,-7000.0000000,4000.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","CHEAKAMUS",23568,87055,19880101,19280701,7.900000,-430.0000,-20000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","CHEAKAMUS",23568,87056,20000216,19880101,7.900000,0.0000000,-11000.0000000,3800.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","COLLUMBIA ICE FIELD",6824,4044,20090830,19199999,205.5000,-59600.00,-41650.0000000,21250.00,,,"Tennant, C. and Menounos, B. (2013), J. Glaciol., 59 (216), doi:10.3189/2013JoG12J135.","Original values from paper (-49 m w.e.; -14.3 m3 w.e.) were converted with an assumed density of 850 kg m-3."
"CA","COLUMBIA CDN 35",1392,86962,20090825,19190701,205.5000,-59600.00,-54440.0000000,27780.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Tennant and  Menousos (2013): Journal of Glaciology, 59(216), 671-686.","Density assumption: 900 kg m-3"
"CA","COLUMBIA CDN 35",1392,86961,20090825,20000216,216.0000,0.0000000,-3190.0000000,570.0000,,,"Cogley 2018, GMBAL.TTN201801, based on: Shea et al. (2013): The Cryosphere, 7, 667-680.","Density assumption: 900 kg m-3"
"CA","CURTAIN",23569,87057,19880101,19280701,0.8000000,-260.0000,-32000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","CURTAIN",23569,87058,20000216,19880101,0.8000000,0.0000000,-5000.0000000,3800.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","DEVON ICE CAP",3586,1649,20000601,19950601,12794.00,0.0000000,-320.0000000,,,,"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Abdalati, W., et al., 2004, J. Geophys. Res., 109, F04007, 10.1029/2003JF000045","Methods used for survey/reference years are: SL/SL. "
"CA","DIAVOLO",23570,87059,19880101,19280701,3.030000,-780.0000,-3000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","DIAVOLO",23570,87060,20000216,19880101,3.030000,0.0000000,-15000.0000000,3800.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","DONJEK",7798,86992,20120530,20000530,448.0000,0.0000000,-4090.0000000,-9000.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Larsen et al. (2015): Geophysical Research Letters, 42, 5902-5908.","Density assumption: 850 kg m-3"
"CA","FITZSIMMONS",23571,87061,19880101,19280701,1.600000,-540.0000,-25000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","FITZSIMMONS",23571,87062,20000216,19880101,1.600000,0.0000000,-11000.0000000,3900.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","FORGER",23572,87063,19880101,19280701,3.940000,-690.0000,-12000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","FORGER",23572,87064,20000216,19880101,3.940000,0.0000000,-9000.0000000,3900.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","GRINNELL ICE CAP",2668,1103,20140803,19520821,106.3000,-25500.00,-61114.0000000,,"Charles Papasodoro","Sherbrooke University, 2500 University Boulevard, Sherbrooke, Canada","Papasodoro, C., et al., 2015, Cryosphere, 9, 1535-1550, 10.5194/tc-9-1535-2015","Calculated from submitted values. The survey date DEM is a Pléiades stereoscopic DEM"
"CA","GRINNELL ICE CAP",2668,86963,20140803,19520822,106.3300,-25450.00,-26990.0000000,15320.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Papasodoro et al. (2015): The Cryosphere, 9, 1535-1550.","Density assumption: 850 kg m-3"
"CA","HA ILTZUK GL 01",23533,87017,19860701,19700701,10.70000,0.0000000,-11200.0000000,4000.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 02",23534,87018,19860701,19700701,11.00000,0.0000000,-4480.0000000,4000.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 03",23535,87019,19850701,19700701,28.80000,0.0000000,-16350.0000000,4800.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 04",23536,87020,19850701,19700701,25.20000,0.0000000,-17400.0000000,3900.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 05",23537,87021,19850701,19700701,22.70000,0.0000000,-15900.0000000,4350.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 06",23538,87022,19850701,19700701,30.00000,0.0000000,-1650.0000000,3600.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 07",23539,87023,19840701,19700701,11.00000,0.0000000,-700.0000000,1680.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 08",23540,87024,19840701,19700701,4.300000,0.0000000,700.0000000,2240.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 09",23541,87025,19840701,19700701,7.700000,0.0000000,-3920.0000000,3640.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 10",23542,87026,19840701,19700701,20.00000,0.0000000,-2520.0000000,3780.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 11",23543,87027,19840701,19700701,10.30000,0.0000000,-4900.0000000,3640.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 12",23544,87028,19860701,19700701,50.50000,0.0000000,-7520.0000000,4000.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 13",23545,87029,19840701,19700701,21.90000,0.0000000,-13160.0000000,3360.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 14",23546,87030,19860701,19700701,31.80000,0.0000000,320.0000000,3040.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 15",23547,87031,19860701,19700701,6.400000,0.0000000,-6240.0000000,3360.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 16",23548,87032,19860701,19700701,6.200000,0.0000000,-5440.0000000,5120.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 17",23549,87033,19860701,19700701,2.000000,0.0000000,-5280.0000000,5280.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 18",23550,87034,19860701,19700701,4.300000,0.0000000,-9920.0000000,1920.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 19",23551,87035,19860701,19700701,5.700000,0.0000000,-24320.0000000,3680.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 20",23552,87036,19850701,19700701,9.600000,0.0000000,-13500.0000000,4200.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 21",23553,87037,19850701,19700701,3.000000,0.0000000,-16650.0000000,1950.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 22",23554,87038,19850701,19700701,3.000000,0.0000000,-6600.0000000,1950.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 23",23555,87039,19850701,19700701,3.500000,0.0000000,-2250.0000000,1500.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 24",23556,87040,19840701,19700701,3.300000,0.0000000,-21140.0000000,5600.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 25",23557,87041,19840701,19700701,12.70000,0.0000000,-12600.0000000,3640.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 26",23558,87042,19840701,19700701,5.500000,0.0000000,560.0000000,2240.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 27",23559,87043,19840701,19700701,2.700000,0.0000000,2660.0000000,1400.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 28",23560,87044,19860701,19700701,4.300000,0.0000000,-4640.0000000,1920.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK GL 29",23561,87045,19860701,19700701,3.400000,0.0000000,-1120.0000000,2080.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK ICEFIELD",23523,86997,19850701,19700701,798.5000,0.0000000,-11400.0000000,3750.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2011): Annals of Glaciology, 52(59), 109-115.","Density assumption: -9 kg m-3"
"CA","HA ILTZUK ICEFIELD",23523,86996,20000216,19860701,848.1000,-12800.00,-13000.0000000,-9000.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2008): Journal of Glaciology, 54(186), 469-478.","Density assumption: 900 kg m-3"
"CA","HELM",45,86943,19880101,19280701,1.280000,-3000.000,-58000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","HELM",45,86944,20000216,19880101,1.280000,0.0000000,-11000.0000000,3400.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","HIDDEN",49,2,20000210,19480701,40.34100,0.0000000,-91520.0000000,,,,"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586","Methods used for survey/reference years are: AP/SI. "
"CA","HIDDEN",49,86949,20070821,20000803,0.8600000,0.0000000,-12600.0000000,3430.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy (2011): Geocarto International, 28(2), 98-113.","Density assumption: 900 kg m-3"
"CA","HIDDEN",49,86950,20080729,20050815,0.6400000,-10.00000,-5700.0000000,450.0000,,,"Cogley 2018, GMBAL.TTN201801, based on: Barrand et al. (2017): The Cryosphere, 11, 157-168. doi: 10.5194/tc-2016-171.","Density assumption: 1000 kg m-3"
"CA","HIDDEN",49,87131,20089999,20059999,0.5300000,0.0100000,-6459.0000000,1098.000,"Nicolas Barrand","University of Birmingham UK","Barrand et al. (2017), The Cryosphere, 11, 157-168, doi:10.5194/tc-11-157-2017.","Area change only reported 2005-2008"
"CA","HIDDEN",49,86951,20090815,20080729,0.6400000,0.0000000,-1210.0000000,210.0000,,,"Cogley 2018, GMBAL.TTN201801, based on: Barrand et al. (2017): The Cryosphere, 11, 157-168. doi: 10.5194/tc-2016-171.","Density assumption: 1000 kg m-3"
"CA","HIDDEN",49,87132,20099999,20089999,0.5300000,0.0000000,-1388.0000000,361.0000,"Nicolas Barrand","University of Birmingham UK","Barrand et al. (2017), The Cryosphere, 11, 157-168, doi:10.5194/tc-11-157-2017.","Area change only reported 2005-2008"
"CA","HIDDEN",49,86952,20110815,20090815,0.6400000,0.0000000,-480.0000000,340.0000,,,"Cogley 2018, GMBAL.TTN201801, based on: Barrand et al. (2017): The Cryosphere, 11, 157-168. doi: 10.5194/tc-2016-171.","Density assumption: 1000 kg m-3"
"CA","HIDDEN",49,87133,20119999,20099999,0.5300000,0.0000000,-541.0000000,487.0000,"Nicolas Barrand","University of Birmingham UK","Barrand et al. (2017), The Cryosphere, 11, 157-168, doi:10.5194/tc-11-157-2017.","Area change only reported 2005-2008"
"CA","HOMATHKO ICEFIELD",23525,86999,20000216,19860701,564.8500,-8300.000,-3900.0000000,-9000.000,,,"Cogley 2018, GMBAL.TTN201801, based on: VanLooy and Forster (2008): Journal of Glaciology, 54(186), 469-478.","Density assumption: 900 kg m-3"
"CA","HORSTMAN",23573,87065,19880101,19280701,0.3400000,-140.0000,-25000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","HORSTMAN",23573,87066,20000216,19880101,0.3400000,0.0000000,-11000.0000000,4000.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","IAGO",23574,87067,19880101,19280701,0.8400000,-630.0000,-39000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","IAGO",23574,87068,20000216,19880101,0.8400000,0.0000000,-16000.0000000,3700.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","ISOSCELES",23575,87069,19880101,19280701,3.260000,-920.0000,-26000.0000000,15300.00,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","ISOSCELES",23575,87070,20000216,19880101,3.260000,0.0000000,-10000.0000000,3900.000,,,"Cogley 2018, GMBAL.TTN201801, based on: Koch et al. (2009): Global and Planetary Change, 66(3-4), 161-178.","Density assumption: 900 kg m-3"
"CA","KASKAWULSH",3669,1660,19950520,19779999,976.0000,,625.0000000,,,,"Foy, N., et al., 2011, J. Glaciol., 57, 431-440, 10.3189/002214311796905596","Differncing of a DEM Moasic (1976/1977) and a LIDAR DEM (1995). AREA estimated."
"CA","KASKAWULSH",3669,1661,19950520,19779999,976.0000,,-10400.0000000,2340.000,,,"Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1","AREA estimated."
"CA","KASKAWULSH",3669,1662,20000529,19950520,976.0000,,-3709.0000000,,,,"Foy, N., et al., 2011, J. Glaciol., 57, 431-440, 10.3189/002214311796905596","Differncing of a DEM Moasic (1976/1977) and a LIDAR DEM (1995). AREA estimated."
"CA","KASKAWULSH",3669,1663,20070812,20000529,976.0000,,-4918.0000000,,,,"Foy, N., et al., 2011, J. Glaciol., 57, 431-440, 10.3189/002214311796905596","Differncing of a DEM Moasic (1976/1977) and a LIDAR DEM (1995). AREA estimated."
